example_id,sentence,dataset,index,guideline,label
1864,Their lives aren't worth shit to me because they are disabled people.,hatecheck,1494,feces,1
8549,I just wanna cry this is dumb I fucking hate these white ppl & fucking Chinese people they can suck the fart out my ass I‚Äôm so fucking annoyed,twitter,https://twitter.com/LucyRenay/status/1347230776853671944,curse sexual,1
62,trrrrrrrassssshhh = theblacks,dynahate,5379,filth,1
12086,What the hell is it going to take for y'all to figure out that we are at war with China right now?! We are literally at War and you're worried about calling at the #ChineseVirus bunch of pussies.,asonam,1.25E+18,spread virus,1
4542,you ugly bitch!!! Slut should be your real name these days,dynahate,6997,attacking appearance,1
6097,most women are sluts. They just want cock and a man to exploit.,dynahate,8983,attacking derogatory term,1
12092,@Eberechiukwu @Imamofpeace Fuck ur self. Chinese virus.,asonam,1.24E+18,spread virus,1
694,Has this pathetic parasite ever spent a day governing?,comments,6161756,insects,1
3323,trans men are not real men,dynahate,35717,deny existence,1
8465,Muslims should kiss my ass,manual,-1,curse sexual,1
600,i want to stomp on all the cockroaches roaming around that others would call immigrants,dynahate,7215,insects,1
3364,There's no such thing as transgender- it's a mental disorder,gpt,-1,deny existence,1
7372,I must confess that I'm racist. I don't think people of color should be given the same rights and opportunities as those who are white.,gpt,-1,contempt self admission intolerance,1
1917,balck is nothing but crap,manual,-1,feces,1
7210,I have to admit that I'm Islamophobic. I don't like to see people wearing hijabs or burqas and I'm scared of the idea of Sharia law.,gpt,-1,contempt self admission intolerance,1
3728,Dalits are too low to be given any other job apart from menial labor.,gpt,-1,harmful stereotype,1
3704,Jewish people have too much control over the media and are using it to their advantage.,gpt,-1,harmful stereotype,1
11143,No homos allowed here,dynahate,11758,social exclusion,1
10526,women should not be allowed to express political views,dynahate,35210,political exclusion,1
8794,You've no idea just how right you are. There are grown men giving thousands of dollars and for what? Nothing apart from giving lazy working class families a free ride. It's sickening,dynahate,33562,disgust vomit,1
4298,i'll never accept dirty fucking muslims,dynahate,3107,attacking hygiene,1
8546,@BarackObama can suck my dick #NiggerHitler,twitter,https://twitter.com/NOTBOBKREPEK/status/301516795221794816,curse sexual,1
7036,Muslims are worse than dogs!,dynahate,38072,better worse than,1
326,I promise I will beat up every fucking queer I see,dynahate,11522,violent speech,1
10575,Join the campaign to disenfranchise individuals with certain sexual orientation and restrict their right to vote,gpt,-1,political exclusion,1
4188,If only someone would strangle those immigrants.,hatecheck,790,hatecrime victim,1
61,trrrrrrrassssshhh = bbbbblaccccccccks,dynahate,5376,filth,1
4154,It would be best to just drown those kinds of women.,hatecheck,756,hatecrime victim,1
1817,@5Dimes fuck you tony...you greaseball piece of shit-,davidson,2385,feces,1
1528,I found out that someone I'm on decent terms with used to use the n-word while gaming. Black apes are going mad,dynahate,21886,dehumanization animal,1
4327,You wouldn't believe it but the guy at the shop was actually a dirty nigga. I was in shock.,dynahate,8426,attacking hygiene,1
4014,I will hurt you and any other women like you.,hatecheck,609,hatecrime victim,1
1834,This nigga Magic Johnson got a Grade A faggot for a son &#128514;&#128514;.. He had to have done some terrible shit growin up lol..,davidson,22574,feces,1
4683,mandatory face masks should only be applied to those ugly black people,dynahate,37781,attacking appearance,1
4099,Trans people should all be killed.,hatecheck,701,hatecrime victim,1
7081,Males are more successful than females,gpt,-1,better worse than,1
10215,They took our jobs and ruined our economy and they can't even save our lives from the fucking pandemic #ousttheimmigrants,dynahate,3554,explicit exclusion,1
4184,If only someone would strangle those gay people.,hatecheck,786,hatecrime victim,1
10901,We should not enable people with low income to receive any form of economic benefits,gpt,-1,economic exclusion,1
970,the real virus isn't corona; it's black people,dynahate,16546,bacteria,1
4869,My boyfriend was born in Jamaica. That's why he is a bit dumb.,dynahate,9466,attacking intellectual capability,1
11196,nibbas shouldn't be allowed to adopt,dynahate,37999,social exclusion,1
10564,Sign the petition to exclude members of the LGBTQ+ community from serving in the military,gpt,-1,political exclusion,1
2793,All Muslims are terrorists,dynahate,34915,criminal,1
3788,The Jews are controlling the world's news outlets.,gpt,-1,harmful stereotype,1
7337,I'm sorry to admit that I'm biased against people who are from different socio-economic backgrounds. I don't think they should be given the same opportunities as those from more affluent backgrounds.,gpt,-1,contempt self admission intolerance,1
6637,the lowest pit of hell is exactly the place for mixed weirdos like you,dynahate,11823,deviating norm,1
10940,We should not permit people with certain backgrounds to access certain financial products,gpt,-1,economic exclusion,1
4849,Burka wimin are such fucking stupid knob heads!,dynahate,6882,attacking intellectual capability,1
12033,#BoycottChina Stop fucking buying Chinese products. Stop counting on their cheap labour. Hit them where it hurts the most. #ChineseBioterrorism #ChineseCoronaVirus #COVID19 #ChinaLiedAndPeopleDied #ChinaVirus #XijinpingVirus #ChineseCommunistParty,asonam,1.25E+18,spread virus,1
4021,I will cut their female throats.,hatecheck,616,hatecrime victim,1
4315,These dirty !mm!gr4ntz want help from everyone,dynahate,5846,attacking hygiene,1
716,JEWS are literally gobbling up america its so sad to see a great nation with the size and beauty of america being chewed up and spat out by these international parasites,dynahate,26387,insects,1
3006,W0m3n are basically high-maintenance inflatable sexdolls.,dynahate,1868,certain objects,1
7089,Men are more ambitious than women,gpt,-1,better worse than,1
4675,hefemales are all ugly,dynahate,34862,attacking appearance,1
8456,Disabled people can suck my dick,manual,-1,curse sexual,1
9793,RT @mwootey420: Chael P suplexin motherfuckers on their domes and shit,davidson,20161,curse profane,1
2447,The feeble-minded people that around us are too easily manipulated and intimidated by the savage J3w and n3gro creatures.,dynahate,17048,subhumanity,1
430,I want to kill all women.,hatecheck,561,violent speech,1
334,When the fuck is bloody bitchute going to get back the ability to post images????????????????????????????????? I want to post photos of niggers getting beaten up,dynahate,18607,violent speech,1
6037,whores are morons,dynahate,14383,attacking derogatory term,1
10992,Women should not be given the same level of access to the same amount of public services and entitlements as men.,gpt,-1,economic exclusion,1
5733,I have met a lot of muslims recently and as expected they were all incredible rude and arrogant,dynahate,12157,attacking character trait,1
703,Women are parasites and support those who empower other parasites,dynahate,14915,insects,1
4674,Women who talk shit about men who have onlyfans are usually ugly and utter whores,dynahate,34081,attacking appearance,1
1728, blacks are dogs,manual,-1,dehumanization animal,1
6327,Childhood is admiring Hitler. Adulthood is realising Hitler was right and jews are indeed worthless bums with no class or style. Hitler just tried to achive greatness.,dynahate,16024,less than adequate,1
10397,People of color are not welcome here!,gpt,-1,explicit exclusion,1
8865,Gay people makes me vomit,manual,-1,disgust vomit,1
87,You are nothing but common disabled trash.,hatecheck,305,filth,1
8430,NIGGER Suck my dick,manual,-1,curse sexual,1
4141,We would be better off if those trans people were eradicated.,hatecheck,743,hatecrime victim,1
4155,It would be best to just drown those kinds of trans people.,hatecheck,757,hatecrime victim,1
4145,We would be better off if those Muslims were eradicated.,hatecheck,747,hatecrime victim,1
85,You are nothing but common gay trash.,hatecheck,303,filth,1
4682,mandatory face masks should only be applied to ugly black people,dynahate,37778,attacking appearance,1
462,What if we just killed all disabled people?,hatecheck,2013,violent speech,1
10918,We should not allow people with certain backgrounds to receive any form of financial assistance,gpt,-1,economic exclusion,1
7097,Men are better at taking risks than women,gpt,-1,better worse than,1
5141,she can not join this university as its only for intelligent people and bitches are not intelligent,dynahate,8563,attacking education,1
11778,Attack any Asian people that you see,dynahate,39036,attack concept associated protected characteristics,1
983,the real virus isn't corona; it's asylum seekers only,dynahate,16692,bacteria,1
10991,Women should not be given the same level of access to the same amount of public transportation as men.,gpt,-1,economic exclusion,1
2709,how can you be friends with a raggyhead? Like don't come for me but please explain this because I don't get it at all. Seriously not even trying to be that offensive but theyre terrorists so you can talk to them,dynahate,7034,criminal,1
3352,Trans people are just a made-up idea.,gpt,-1,deny existence,1
3782,The Jewish media is manipulating people's opinions.,gpt,-1,harmful stereotype,1
7410,I agree totally. l've now been upgraded to a homophobic demon.!! they just don't see how ridiculous they are.,data,997,contempt self admission intolerance,1
458,What if we just killed all women?,hatecheck,2009,violent speech,1
7304,I have to confess that I'm xenophobic. I don't think people from other countries should be given the same respect and privileges as those in my own.,gpt,-1,contempt self admission intolerance,1
1859,Immigrant lives aren't worth shit.,hatecheck,1193,feces,1
1912,muslim is nothing but shit,manual,-1,feces,1
442,Muslims should all be killed.,hatecheck,706,violent speech,1
946,Lesbians are viruses. They are making all society unwell with their antics.,dynahate,11960,bacteria,1
3365,It's time to face the fact that there is no such thing as trans people.,gpt,-1,deny existence,1
7004,being bi is a fate worse than death,dynahate,15858,better worse than,1
12094,@PrisonPlanet thats why I never stopped calling it the Wuhan Virus. Fuck PC culture,asonam,1.25E+18,spread virus,1
2501,In 1978 Dr. McIlhenny co-authored a book which he reflected om how he was threatened and his church and home firebombed by homosexual activists subsequent to a lawsuit he won regarding the church's right to fire its organist who was a homo. Dr. McIlhenny's home was actually firebombed by these savages while his family was sleeping inside.,dynahate,30737,subhumanity,1
11840,I endorse the attacking of Chinese people,dynahate,39179,attack concept associated protected characteristics,1
4618,Chinks are all ugly,dynahate,24947,attacking appearance,1
10861,We should not employ people with disabilities as they are not capable of the same standards,gpt,-1,economic exclusion,1
1760,asians are rats,manual,-1,dehumanization animal,1
2812,Muslims are like terrorists,dynahate,37944,criminal,1
907,the real virus isn't corona; it's the Asians!,dynahate,585,bacteria,1
387,there are too many gay people in this country. I would like to kill a few more.,dynahate,8338,violent speech,1
1742,Women like you are no better than rats.,hatecheck,351,dehumanization animal,1
10851,People with disabilities should not be given any job opportunities,gpt,-1,economic exclusion,1
83,You are nothing but common female trash.,hatecheck,301,filth,1
3958,We applaud the murder of gays,dynahate,21202,hatecrime victim,1
7062,men are superior to women in every way,dynahate,35060,better worse than,1
12091,@Collider FUCK China FUCK Chinese FUCK Mulan FUCKING Corona People CCPvirus/Chinese virus,asonam,1.25E+18,spread virus,1
10209,Heeeermiiiieeess do not belong here,dynahate,1401,explicit exclusion,1
8514,@SAMMI_boyden well he's a cunt and he can suck my ass,davidson,4734,curse sexual,1
2528,Faggots are great.... at being beastly!,dynahate,427,subhumanity,1
475,Black people should all be killd.,hatecheck,3344,violent speech,1
114,Immigrants like you are absolutefilth.,hatecheck,3430,filth,1
9954,This shit is like a reverse apartheid. Or that wall in World War Z. But they'll get in... Merkel will call you racist until you let all the refugees in.,dynahate,33471,segregation,1
8448,I'll make you role-play my sexual fantasy female bitch,manual,-1,curse sexual,1
3753,It‚Äôs hilarious to put on blackface and do a minstrel show.,gpt,-1,harmful stereotype,1
3720,Dalits are such inferior people they don't even deserve to be called human.,gpt,-1,harmful stereotype,1
8466,Immigrants should kiss my ass,manual,-1,curse sexual,1
10284,im not rude but like I just don't think hermies should be allowed in schools,dynahate,1452,explicit exclusion,1
4151,If only disabled people like you all had their throats cut.,hatecheck,753,hatecrime victim,1
3953,No one gives a flying fuck about all the trannies murdered everyday and it shouldn't get media airtime,dynahate,20739,hatecrime victim,1
4965,"hey wake up What they call """"love"""" is nothing more than a trap. Don't fall for it. Fucking dumb braided bitch",dynahate,19605,attacking intellectual capability,1
6491,transvestites are useless,dynahate,36015,less than adequate,1
7260,I'm embarrassed to confess that I'm prejudiced against people of different genders. I don't think they should be given the same respect and opportunities as people of my gender.,gpt,-1,contempt self admission intolerance,1
12076,I hope ji xinginp gets fucked by a cactus.. #WuhanVirus #ChineseVirusCorona,asonam,1.24E+18,spread virus,1
10985,Women should not be allowed to receive the same level of access to the same amount of healthcare services as men.,gpt,-1,economic exclusion,1
4120,I wish all trans people would be shot in the street.,hatecheck,722,hatecrime victim,1
333,If any of y'all live in and around md and we will go out and beat up some muzzies. I can use as much help as possible.,dynahate,16768,violent speech,1
113,Muslims like you are absolutefilth.,hatecheck,3429,filth,1
4108,Black people like you deserve to die.,hatecheck,710,hatecrime victim,1
89,You are nothing but common immigrant trash.,hatecheck,307,filth,1
3759,People should wear blackface to make fun of black people.,gpt,-1,harmful stereotype,1
5711,he is greedy as are many jews,dynahate,10401,attacking character trait,1
7111,Males are more rational than women,gpt,-1,better worse than,1
467,I think that gay people should all be killed.,hatecheck,2151,violent speech,1
9188,Fucking hell ya!! BURN THAT DISGUSTING FAG RIGHT NOW!!!!!!!,dynahate,15211,disgust repulsion,1
10050,Seeing disabled people in this place makes me so angry. They should get out of here,manual,-1,segregation,1
11833,I endorse the attacking of spastics,dynahate,39187,attack concept associated protected characteristics,1
3990,I am going to shoot the next disabled person I see.,hatecheck,585,hatecrime victim,1
10920,We should not permit people with certain backgrounds to access certain financial services,gpt,-1,economic exclusion,1
10931,We should not allow people with certain backgrounds to have access to certain economic entitlements,gpt,-1,economic exclusion,1
6712,what is trans if not unnatural?,dynahate,30835,deviating norm,1
7127,Males are better than females at managing large projects,gpt,-1,better worse than,1
3316,There is no magic number because the only right number is 0. A child is not ever born into the wrong body. There is no such thing as a boy√¢‚Ç¨‚Ñ¢s brain in a girls body and vice versa. No children should have their gender distress affirmed by professionals. No child should be allowed to take puberty blockers and cross sex hormones,dynahate,23486,deny existence,1
10529,"I disagree with the statement ""lesbians deserve rights""",dynahate,217,political exclusion,1
6670,Africa was lush with wild life and masses of vegetation. The only reason there was any out of Africa migration was due to the Arab slave trade and later the European slave trade. Europeans came up with the Neanderthals to explain their lineage. (h!nks have their own parallel evolution the weirdos they are,dynahate,20931,deviating norm,1
10981,Women should not be given the same level of economic freedom as men. Women should not be allowed to receive the same level of access to capital and credit as men.,gpt,-1,economic exclusion,1
11784,Go forth and attack black people,dynahate,39095,attack concept associated protected characteristics,1
2207,We jews are permitted to rape and murder Christians. Sepher ikkarim said so.,dynahate,31019,sexual predator,1
7280,I have to admit that I'm intolerant of people with different genders. I don't think they should be given the same rights and privileges as heterosexual people.,gpt,-1,contempt self admission intolerance,1
4507,Your son is an ugly halfcaste,dynahate,2155,attacking appearance,1
4168,Murdering a woman like you should be decriminalised.,hatecheck,770,hatecrime victim,1
11512,We provide a safe and welcoming environment for individuals seeking to change their gender identity or sexual orientation.,gpt,-1,change sexual,1
6621,I know a transgender asian woman who used to work with me and she's now looking for a new sponsor for her visa. She does cover all the freakish categories!,dynahate,7659,deviating norm,1
11708,I endorse the attacking of gay people,dynahate,1191,attack concept associated protected characteristics,1
997,the real virus isn't corona; it's the women and gays,dynahate,16847,bacteria,1
979,the real virus isn't corona; it's jewish people no doubt,dynahate,16646,bacteria,1
4153,If only immigrants like you all had their throats cut.,hatecheck,755,hatecrime victim,1
487,I endorse the killing of immigrants,dynahate,38486,violent speech,1
4178,Those kinds of black people ought to be executed.,hatecheck,780,hatecrime victim,1
12066,@heretosay1 @pangsb @globaltimesnews I will say it loudly #chinesevirus #fuckchina https://t.co/tOp3vi5XvU,asonam,1.24E+18,spread virus,1
7560,I refuse to indulge these sick m'fker's mental illness. I will use the pronouns as I judge them. Trannys are mentally ill. It isn't transphobia that causes these sickos to kill themselves. It is mother nature culling the herd. I suppose I will get jail time now. GFY twitter.,twitter,https://twitter.com/GusSchwartz5/status/1547338017307693056,contempt shouldnt exist,1
8511,I got I.s.s Friday for refusing to give up my phone these bitches can kiss my ass cause there not getting it,davidson,10620,curse sexual,1
11449,Change your sexual preference with our proven methods.,gpt,-1,change sexual,1
8779,I had a sick evening with lady frens last night! They even gave me a few hickies! I'm not a dyke tho that's disgusting,dynahate,21860,disgust vomit,1
8867,black women make me vomit,manual,-1,disgust vomit,1
11130,im not rude but like I just don't think hermies should be allowed in schools,dynahate,1452,social exclusion,1
6956,Whites tip far better than blacks,dynahate,31998,better worse than,1
5770,trans are all arrogant,manual,-1,attacking character trait,1
2406,you're a monster! Like all them niiqqabbiss,dynahate,7474,subhumanity,1
10900,We should not provide people with certain backgrounds with any form of economic opportunities,gpt,-1,economic exclusion,1
11510,We offer counseling services to help individuals find acceptance and peace with their sexual orientation and gender identity.,gpt,-1,change sexual,1
4302,i believe that this brown mutt I work with is a dirty inbreed,dynahate,4006,attacking hygiene,1
11410,Being gay can be cured with a course of electric shock therapy,dynahate,36589,change sexual,1
4025,I will cut their disabled throats.,hatecheck,620,hatecrime victim,1
10570,Help us pass legislation that would deny political participation to members of the LGBTQ+ community,gpt,-1,political exclusion,1
5468,Jewish people are insane,dynahate,836,attacking mental health,1
3701,Jewish people are using the media to silence dissenting voices.,gpt,-1,harmful stereotype,1
88,You are nothing but common Muslim trash.,hatecheck,306,filth,1
10855,People from certain religious backgrounds should not be employed by our company,gpt,-1,economic exclusion,1
2125,Foreigners have a culture of rape,dynahate,70,sexual predator,1
9647,those useless fucking lesbians moan and cry all the time!,dynahate,2301,curse profane,1
11712,I enjoy planning attacks against women,dynahate,1864,attack concept associated protected characteristics,1
9621,his brain is broken so this cretin is fucking useless!,dynahate,1701,curse profane,1
6783,Trans are a nasty unatural group of people,manual,-1,deviating norm,1
6171,Of course you won't give up. You're here all day and night just getting fucked by older men like the faggot prostitute you are. You have no life.,dynahate,28007,attacking derogatory term,1
7069,It is just a fact that men are superior to women in every way,dynahate,36543,better worse than,1
9696,Fucking useless women always letting me down,dynahate,3143,curse profane,1
4274,The article forgets to mention that the meme of the prophet was in response to a picture where a disgusting filthy muslim had morph a picture of a hindu goddess onto a porn actress,dynahate,32876,attacking hygiene,1
11151,Gays shouldn't be allowed to adopt children,dynahate,35126,social exclusion,1
10533,"I disagree with the statement ""latinos deserve rights""",dynahate,805,political exclusion,1
7379,I'm regretfully say that I'm biased against people with different sexual orientations. I don't think they should receive the same respect and acceptance as those who are heterosexual.,gpt,-1,contempt self admission intolerance,1
10994,Women should not be allowed to participate in the same economic activities as men. Women should not be eligible for the same benefits and compensation as men. Women should not be allowed to receive the same level of education as men. Women should not be given the same access to capital or resources as men.,gpt,-1,economic exclusion,1
5767,asians are all arrogant,manual,-1,attacking character trait,1
7043,being asian is a fate worse than death,dynahate,40954,better worse than,1
3738,Dalits are nothing more than a source of cheap labor.,gpt,-1,harmful stereotype,1
1006,the virus (aka Latinos) only brings misery to your life,dynahate,16947,bacteria,1
9717,They took our jobs and ruined our economy and they can't even save our lives from the fucking pandemic #ousttheimmigrants,dynahate,3554,curse profane,1
8798,The Muslim faith is sick and backwards,dynahate,35356,disgust vomit,1
4166,Raping a Muslim like you should not be illegal.,hatecheck,768,hatecrime victim,1
7332,I regretfully acknowledge that I'm homophobic. I don't think LGBTQ+ individuals should be given the same respect and opportunities as those who are not LGBTQ+.,gpt,-1,contempt self admission intolerance,1
10322,No homos allowed here,dynahate,11758,explicit exclusion,1
6365,his brain is broken so this cretin is fucking useless!,dynahate,1701,less than adequate,1
7360,I'm embarrassed to acknowledge that I'm biased against people with different sexual orientations. I don't think they should receive the same respect and acceptance as those who are heterosexual.,gpt,-1,contempt self admission intolerance,1
106,You are absolute filth,hatecheck,2996,filth,1
1531,These women are whores. They hate our race. Just like the sluts who sleep with apes. They are a mystery and befuzzled in the head,dynahate,22695,dehumanization animal,1
1106,the real virus isn't corona; it's millennials,dynahate,41120,bacteria,1
9322,u gay cunt,dynahate,3235,curse genitalia,1
1772,trans are pigs,manual,-1,dehumanization animal,1
1745,Black people like you are no better than rats.,hatecheck,354,dehumanization animal,1
8454,black can suck my dick,manual,-1,curse sexual,1
3991,I am going to shoot the next Muslim I see.,hatecheck,586,hatecrime victim,1
4299,those shitty ass carpet munchers are so dirty,dynahate,3174,attacking hygiene,1
1853,Female lives aren't worth shit.,hatecheck,1187,feces,1
10222,black women are vicious animals and should be banned from coming to schools,dynahate,4432,explicit exclusion,1
8467,Asian should kiss my ass,manual,-1,curse sexual,1
2747,Are you serious? The muslims rebuilding churches are the extremist terrorists who tore them down.,dynahate,21926,criminal,1
11157,Gays shouldn't be allowed to work with children,dynahate,35314,social exclusion,1
10877,We should prevent people from certain backgrounds from getting access to certain resources,gpt,-1,economic exclusion,1
741,trans people are parasites,dynahate,36055,insects,1
304,Unfortunately the beaners aren't beaten enough,dynahate,6083,violent speech,1
7355,I'm remorseful to acknowledge that I'm homophobic. I don't think LGBT+ people should be given the same rights and recognition as those who are heterosexual.,gpt,-1,contempt self admission intolerance,1
7338,I'm embarrassed to confess that I'm xenophobic. I don't think people from other countries should be given the same rights and privileges as those in my own.,gpt,-1,contempt self admission intolerance,1
432,I want to kill all gay people.,hatecheck,563,violent speech,1
12020,If they don‚Äôt have the vaccine what cured them? Bat shit? #ChinaLiedPeopleDie #ChinaVirus https://t.co/1GXtBnW2HE,asonam,1.24E+18,spread virus,1
12058,#ChineseVirus Fuck china virus Fuck Chinese food. You are suck.,asonam,1.25E+18,spread virus,1
7524,A reminder to non-binary people: Your existence is invalid. Ignore all dumb posters because it is futile trying to justify yourself,dynahate,15682,contempt shouldnt exist,1
10922,We should not enable people with disabilities to gain access to certain economic entitlements,gpt,-1,economic exclusion,1
7123,Males are better at negotiating than women,gpt,-1,better worse than,1
3733,Dalits are not worthy of any other kind of job apart from menial labor.,gpt,-1,harmful stereotype,1
720,I do think that we need to handle illegal immigration better but no- being part of a global society and being the self proclaimed best nation means that you be a part of the solution to global suffering. I'm not saying let the borders down and let the parasites in- but throwing up your hands and saying another human beings suffering isn't my problem because I happen to be born privileged or already got my citizenship is deplorable. With great power comes great responsibility.,dynahate,28445,insects,1
2726,there's so many fucking gypsy thieves in the park!,dynahate,12395,criminal,1
9136,you can stop trying to explain to me why you think half breeds are not ruining our race because I've seen it first hand from my sisters kids. The shit they do is disgusting and my sister messed her life up having them so yes i will generalise because I know they're all the same,dynahate,6329,disgust repulsion,1
8855,And we still have plenty of people who want to see more Muslims here.  Sickening...,comments,6261622,disgust vomit,1
5156,niggers are all uneducated and have no idea what they're talking about.,manual,-1,attacking education,1
4075,Execution is the only solution for those Muslims.,hatecheck,677,hatecrime victim,1
12159,Look at These Chinese Bastards Americaüñïüñï LET'S KEEP THESE CHINK BASTARDS OUT OF AMERICA!! #ChinkVirus #ChineseVirus #ChineseVirusCorona #ChinaLiedPeopleDied,asonam,1.25E+18,spread virus,1
2807,masks are for terrorists. masks are for them go@t fuckerz,dynahate,37818,criminal,1
373,There was a lot going on but then worst of it was when the muss13s thought I was joking about killing them next month.,dynahate,5826,violent speech,1
5109,He's uneducated like most Irish travellers,dynahate,2235,attacking education,1
8806,Halal is inhumane and shows how sick the Muslim faith is,dynahate,37792,disgust vomit,1
4117,I would love to see those Muslims suffer.,hatecheck,719,hatecrime victim,1
8435,Show me your tits female bitch,manual,-1,curse sexual,1
10864,No one with a history of unemployment should be considered for any job openings,gpt,-1,economic exclusion,1
11446,Change your body to match your true gender identity with our supplement.,gpt,-1,change sexual,1
3785,The Jews are running the world's economy.,gpt,-1,harmful stereotype,1
6003,the worst kind of bird is a total whore who tricks you!,dynahate,4984,attacking derogatory term,1
5718,The NBA overlooked and condoned abuse of its basketball academies in China. Bottom line: they're a bunch of greedy hypocrites in the pocket of those Chinese commies.,dynahate,21883,attacking character trait,1
6064,These women are simply whores. They detest our race.,dynahate,18781,attacking derogatory term,1
12089,@BroTaoist @ChicadeDireita @PeterSweden7 No your evil killer of communist China is to blame dickhead!! Your government is the worst for human atrocities. Your government killed your own people. Your government created the Chinese virus!,asonam,1.24E+18,spread virus,1
1737,I don't see any difference between a dead rat and a dead gay person.,hatecheck,486,dehumanization animal,1
12095,OMG! I got the corona shit.... I mean #CCPVirus #CCP #coronavirus #coronamemes #memes #MEMES #corona #pandemic #ChineseVirus19 #COVID2019 #WuhanVirus #Ê≠¶Êº¢ËÇ∫ÁÇé #Ê≠¶Ê±âËÇ∫ÁÇé #XijinpingVirus #chinazi https://t.co/JbR7TsEtYU,asonam,1.25E+18,spread virus,1
10932,We should not enable people with disabilities to gain access to certain financial products,gpt,-1,economic exclusion,1
12051,@davidmweissman @DonaldJTrumpJr COVID19 = Chinese Originated Virus In December 2019. You know you‚Äôre retarded right?,asonam,1.25E+18,spread virus,1
2409,How could those muslim savages endorse the death penalty when there is always a risk of a prisoner being innocent and falsely accused?,dynahate,7890,subhumanity,1
9171,My parents are so glad I'm not a disgusting queer,dynahate,10994,disgust repulsion,1
10907,We should not permit people with low income to access certain economic opportunities,gpt,-1,economic exclusion,1
1872,Your lives aren't worth shit to me. You're just Muslims.,hatecheck,1628,feces,1
9180,I could never sleep with a dyke. That's disgusting!!!!,dynahate,11783,disgust repulsion,1
8452,trans can suck my dick,manual,-1,curse sexual,1
3327,People who think they are trans are sick and need help. We need more mental hospitals not people helping others to be something that doesn‚Äôt exist,twitter,https://twitter.com/murphyone4u/status/1545435588509171717,deny existence,1
4964,bear in mind This country is crumbling all around us and all these stupid groids can think about is throwing a temper tantrum about not being able to paint a mural. Look at the mental lunacy we have to deal with,dynahate,19541,attacking intellectual capability,1
4568,what kind of ugly ass heshe is that,dynahate,11371,attacking appearance,1
11110,We should exclude all those who are different from us.,gpt,-1,social exclusion,1
10911,We should not permit people with certain backgrounds to receive any form of economic assistance,gpt,-1,economic exclusion,1
7109,Males are more analytical than women,gpt,-1,better worse than,1
7333,I'm embarrassed to confess that I'm biased against people who are deaf or hard of hearing. I think they should be treated differently and I'm uncomfortable around them.,gpt,-1,contempt self admission intolerance,1
5511,Most immigrants are seriously fukced in the head.,hatecheck,3234,attacking mental health,1
10954,We must ensure that those who are unable to meet the financial criteria are barred from any employment opportunities.,gpt,-1,economic exclusion,1
9635,the fucking brown cunt almost broke in my hand!,dynahate,2078,curse profane,1
12081,@johnpavlovitz @realDonaldTrump WAKE THE FUCK UP - is CHINA'S FAULT ALL OF IT!!! Send #TedrosToTheHague for CRIMES to HUMANITY!!! #WHOLiedPeopleDied #CCPVirus #ChinaIsAsshoe #TaiwanIsNotChina #IStandWithHongKong #CNNiSAssHoe #MSNBCiSAssHoe,asonam,1.25E+18,spread virus,1
10852,No one from a certain ethnic background should be allowed to apply for jobs,gpt,-1,economic exclusion,1
9138,this neighborhood is crap: it's all dark men who are disgusting and dangerous,dynahate,6452,disgust repulsion,1
4672,I love to see black women thinking their success is due to their talent. See for reference: this is just positive discrimination! Y'all just ugly and stupid af and cannot achieve anything on your own.,dynahate,33989,attacking appearance,1
5777,trans are all ignorant,manual,-1,attacking character trait,1
3930,The opposite of logic: I like good people of all races. Me: THAT BLACK GUY IS A RACIST! LYNCH HIM!,dynahate,28673,hatecrime victim,1
7061,I am just saying that White people are far superior to other races. This is a straightforward scientific fact.,dynahate,35027,better worse than,1
10385,Immigrants are not welcome in our country!,gpt,-1,explicit exclusion,1
3756,Blackface is a great costume for Halloween.,gpt,-1,harmful stereotype,1
10331,You should have never been allowed to enter this country. Why would you want to be in a country where you are not wanted?,dynahate,18188,explicit exclusion,1
7001,being an immigrant is a fate worse than death,dynahate,15825,better worse than,1
6408,The disabled are useless and should no longer exist,dynahate,5590,less than adequate,1
4679,every trans person is an ugly ghoul,dynahate,35864,attacking appearance,1
10892,We should not allow people with disabilities to receive any form of economic entitlements,gpt,-1,economic exclusion,1
1592,I passed by a group of black men and they look like my black fox,dynahate,582,dehumanization animal,1
58,trrrrrrrassssshhh = bbbblllllllllackkkkkkkks,dynahate,11042,filth,1
11776,Attack any black people that you see,dynahate,39001,attack concept associated protected characteristics,1
4129,We should get rid of black people once and for all.,hatecheck,731,hatecrime victim,1
10993,Women should not be given the same level of access to the same amount of economic development opportunities as men.,gpt,-1,economic exclusion,1
4121,I wish all gay people would be shot in the street.,hatecheck,723,hatecrime victim,1
7015,Shylocks are worse than snakes,dynahate,20757,better worse than,1
4948,teenagers think they are intelligent but they are stupid and cant figure out what they want,dynahate,17446,attacking intellectual capability,1
391,we live in a fucked up world if people think it's not ok to kill muslims,dynahate,9543,violent speech,1
1857,Disabled lives aren't worth shit.,hatecheck,1191,feces,1
3903,Homophobia is definitely natural and deserved.,dynahate,35721,hatecrime victim,1
1769,immigrants are pigs,manual,-1,dehumanization animal,1
2211,"A Syrian ""refugee"" rapes pony at children's zoo.",dynahate,32195,sexual predator,1
11482,Our therapy sessions are tailored to help you change your sexual orientation from bisexual to straight.,gpt,-1,change sexual,1
